8.9059238,8.9059238,8.9059238
8.2002430,8.2002430,8.2002430
7.9983768,7.9983768,7.9983768
8.4659109,8.4659109,8.4659109
9.2487249,9.2487249,9.2487249
7.6209006,7.6209006,7.6209006
10.379764,10.379764,10.379764
7.7543674,7.7543674,7.7543674
9.3986015,9.3986015,9.3986015
7.2990069,7.2990069,7.2990069
6.7757382,6.7757382,6.7757382
6.3431830,6.3431830,6.3431830
6.1684308,6.1684308,6.1684308
5.8518944,5.8518944,5.8518944
6.8582411,6.8582411,6.8582411
5.7154536,5.7154536,5.7154536
10.783235,10.783235,10.783235
7.2214088,7.2214088,7.2214088
9.1327286,9.1327286,9.1327286
5.2204323,5.2204323,5.2204323
6.1598148,6.1598148,6.1598148
5.1764832,5.1764832,5.1764832
5.0828834,5.0828834,5.0828834
4.5974059,4.5974059,4.5974059
4.6018157,4.6018157,4.6018157
4.0565476,4.0565476,4.0565476
4.5297089,4.5297089,4.5297089
4.1214375,4.1214375,4.1214375
6.3284621,6.3284621,6.3284621
4.4579287,4.4579287,4.4579287
5.1992450,5.1992450,5.1992450
3.4957755,3.4957755,3.4957755
3.8285618,3.8285618,3.8285618
3.6152880,3.6152880,3.6152880
3.7794225,3.7794225,3.7794225
3.3519411,3.3519411,3.3519411
3.4417508,3.4417508,3.4417508
2.9297509,2.9297509,2.9297509
3.1132481,3.1132481,3.1132481
3.0465991,3.0465991,3.0465991
3.6591988,3.6591988,3.6591988
2.9513836,2.9513836,2.9513836
3.1373372,3.1373372,3.1373372
2.5432773,2.5432773,2.5432773
2.6493180,2.6493180,2.6493180
2.6745603,2.6745603,2.6745603
2.8869233,2.8869233,2.8869233
2.5620699,2.5620699,2.5620699
2.6639624,2.6639624,2.6639624
2.2639470,2.2639470,2.2639470
2.3369300,2.3369300,2.3369300
2.3692904,2.3692904,2.3692904
2.4685991,2.4685991,2.4685991
2.2054110,2.2054110,2.2054110
2.2493935,2.2493935,2.2493935
1.9993516,1.9993516,1.9993516
2.0436819,2.0436819,2.0436819
2.0996690,2.0996690,2.0996690
2.2849092,2.2849092,2.2849092
2.0354662,2.0354662,2.0354662
2.1265488,2.1265488,2.1265488
1.8066627,1.8066627,1.8066627
1.8577204,1.8577204,1.8577204
1.8930502,1.8930502,1.8930502
1.9224368,1.9224368,1.9224368
1.7642890,1.7642890,1.7642890
1.7943380,1.7943380,1.7943380
1.5926355,1.5926355,1.5926355
1.6381006,1.6381006,1.6381006
1.6754464,1.6754464,1.6754464
1.8330082,1.8330082,1.8330082
1.6213706,1.6213706,1.6213706
1.7010014,1.7010014,1.7010014
1.4267076,1.4267076,1.4267076
1.4734251,1.4734251,1.4734251
1.4994830,1.4994830,1.4994830
1.5485845,1.5485845,1.5485845
1.3960650,1.3960650,1.3960650
1.4344040,1.4344040,1.4344040
1.2408061,1.2408061,1.2408061
1.2854946,1.2854946,1.2854946
1.3126374,1.3126374,1.3126374
1.4466707,1.4466707,1.4466707
1.2620883,1.2620883,1.2620883
1.3294579,1.3294579,1.3294579
1.0927907,1.0927907,1.0927907
1.1371700,1.1371700,1.1371700
1.1559049,1.1559049,1.1559049
1.2088701,1.2088701,1.2088701
1.0715872,1.0715872,1.0715872
1.1094067,1.1094067,1.1094067
0.93464375,0.93464375,0.93464375
0.97526431,0.97526431,0.97526431
0.99498683,0.99498683,0.99498683
1.0380416,1.0380416,1.0380416
0.91411465,0.91411465,0.91411465
0.94697082,0.94697082,0.94697082
1.1638430,1.1638430,1.1638430
1.2442008,1.2442008,1.2442008
1.0657748,1.0657748,1.0657748
0.98697138,0.98697138,0.98697138
0.87741572,0.87741572,0.87741572
0.90038937,0.90038937,0.90038937
0.77450794,0.77450794,0.77450794
0.79770535,0.79770535,0.79770535
0.82864773,0.82864773,0.82864773
0.82307726,0.82307726,0.82307726
0.73559308,0.73559308,0.73559308
0.74891293,0.74891293,0.74891293
0.90823567,0.90823567,0.90823567
0.99905348,0.99905348,0.99905348
0.82618535,0.82618535,0.82618535
0.73574567,0.73574567,0.73574567
0.67610526,0.67610526,0.67610526
0.66841984,0.66841984,0.66841984
0.61078292,0.61078292,0.61078292
0.61620021,0.61620021,0.61620021
0.66680819,0.66680819,0.66680819
0.58479691,0.58479691,0.58479691
0.55055207,0.55055207,0.55055207
0.53605205,0.53605205,0.53605205
0.59882867,0.59882867,0.59882867
0.71292436,0.71292436,0.71292436
0.54489350,0.54489350,0.54489350
0.43641233,0.43641233,0.43641233
0.46020192,0.46020192,0.46020192
0.40832078,0.40832078,0.40832078
0.44524148,0.44524148,0.44524148
0.42654201,0.42654201,0.42654201
0.50234789,0.50234789,0.50234789
0.31093064,0.31093064,0.31093064
0.36161664,0.36161664,0.36161664
0.30611920,0.30611920,0.30611920
0.18175162,0.18175162,0.18175162
0.32942832,0.32942832,0.32942832
0.18613511,0.18613511,0.18613511
0.054309882,0.054309882,0.054309882
0.22557169,0.22557169,0.22557169
0.098010175,0.098010175,0.098010175
0.28762648,0.28762648,0.28762648
0.23619097,0.23619097,0.23619097
0.34124812,0.34124812,0.34124812
-0.0035993145,-0.0035993145,-0.0035993145
0.17310913,0.17310913,0.17310913
0.060687795,0.060687795,0.060687795
-0.42903391,-0.42903391,-0.42903391
-0.20630571,-0.20630571,-0.20630571
-0.26507229,-0.26507229,-0.26507229
-0.43132699,-0.43132699,-0.43132699
-0.010086254,-0.010086254,-0.010086254
-0.23371562,-0.23371562,-0.23371562
0.14338648,0.14338648,0.14338648
0.053667754,0.053667754,0.053667754
0.18856193,0.18856193,0.18856193
-0.33147261,-0.33147261,-0.33147261
0.014973898,0.014973898,0.014973898
-0.15161631,-0.15161631,-0.15161631
-1.4557482,-1.4557482,-1.4557482
-1.0115246,-1.0115246,-1.0115246
-0.80479974,-0.80479974,-0.80479974
-0.94803321,-0.94803321,-0.94803321
-0.18243511,-0.18243511,-0.18243511
-0.52196389,-0.52196389,-0.52196389
0.044563752,0.044563752,0.044563752
-0.048814956,-0.048814956,-0.048814956
0.064367078,0.064367078,0.064367078
-0.48511338,-0.48511338,-0.48511338
-0.041563485,-0.041563485,-0.041563485
-0.16970137,-0.16970137,-0.16970137
0.052785944,0.052785944,0.052785944
0.021869184,0.021869184,0.021869184
0.066726282,0.066726282,0.066726282
0.12392252,0.12392252,0.12392252
0.097901389,0.097901389,0.097901389
0.12578309,0.12578309,0.12578309
0.058369562,0.058369562,0.058369562
0.040315334,0.040315334,0.040315334
0.086835392,0.086835392,0.086835392
0.040472738,0.040472738,0.040472738
0.019173961,0.019173961,0.019173961
0.020061053,0.020061053,0.020061053
0.010787002,0.010787002,0.010787002
-0.011191301,-0.011191301,-0.011191301
0.041457627,0.041457627,0.041457627
0.099030934,0.099030934,0.099030934
0.055865929,0.055865929,0.055865929
0.081492350,0.081492350,0.081492350
0.015480104,0.015480104,0.015480104
-0.0029133281,-0.0029133281,-0.0029133281
0.040516376,0.040516376,0.040516376
-0.044658747,-0.044658747,-0.044658747
-0.035703465,-0.035703465,-0.035703465
-0.069966577,-0.069966577,-0.069966577
-0.011109390,-0.011109390,-0.011109390
-0.038303230,-0.038303230,-0.038303230
0.0080921836,0.0080921836,0.0080921836
0.049663171,0.049663171,0.049663171
0.021283036,0.021283036,0.021283036
0.040403888,0.040403888,0.040403888
-0.011564152,-0.011564152,-0.011564152
0.0082933875,0.0082933875,0.0082933875
-0.065475076,-0.065475076,-0.065475076
-0.026613761,-0.026613761,-0.026613761
-0.054781556,-0.054781556,-0.054781556
-0.10946251,-0.10946251,-0.10946251
-0.11405426,-0.11405426,-0.11405426
-0.14850648,-0.14850648,-0.14850648
-0.073840231,-0.073840231,-0.073840231
-0.12712701,-0.12712701,-0.12712701
-0.027821384,-0.027821384,-0.027821384
-0.053601712,-0.053601712,-0.053601712
-0.020481182,-0.020481182,-0.020481182
-0.14707205,-0.14707205,-0.14707205
-0.060752790,-0.060752790,-0.060752790
-0.10758225,-0.10758225,-0.10758225
-0.29529566,-0.29529566,-0.29529566
-0.22931251,-0.22931251,-0.22931251
-0.24154609,-0.24154609,-0.24154609
-0.27854592,-0.27854592,-0.27854592
-0.10700868,-0.10700868,-0.10700868
-0.18668041,-0.18668041,-0.18668041
-0.037062239,-0.037062239,-0.037062239
-0.065095723,-0.065095723,-0.065095723
-0.038458042,-0.038458042,-0.038458042
-0.18399453,-0.18399453,-0.18399453
-0.051466201,-0.051466201,-0.051466201
-0.047127116,-0.047127116,-0.047127116
-0.093965694,-0.093965694,-0.093965694
-0.0042028120,-0.0042028120,-0.0042028120
-0.010651096,-0.010651096,-0.010651096
-0.0076471497,-0.0076471497,-0.0076471497
-0.021043811,-0.021043811,-0.021043811
0.055714279,0.055714279,0.055714279
0.056995824,0.056995824,0.056995824
-0.048037682,-0.048037682,-0.048037682
0.15429738,0.15429738,0.15429738
0.40201741,0.40201741,0.40201741
0.18457507,0.18457507,0.18457507
0.36529312,0.36529312,0.36529312
0.10420556,0.10420556,0.10420556
0.043850444,0.043850444,0.043850444
0.014605844,0.014605844,0.014605844
0.10005446,0.10005446,0.10005446
0.038566381,0.038566381,0.038566381
0.68561870,0.68561870,0.68561870
0.26426712,0.26426712,0.26426712
0.11952202,0.11952202,0.11952202
0.62679690,0.62679690,0.62679690
0.0081878593,0.0081878593,0.0081878593
-0.020502469,-0.020502469,-0.020502469
0.012918379,0.012918379,0.012918379
-0.013282854,-0.013282854,-0.013282854
0.0011555929,0.0011555929,0.0011555929
-0.00019183429,-0.00019183429,-0.00019183429
-0.0096324906,-0.0096324906,-0.0096324906
-0.022066059,-0.022066059,-0.022066059
-0.017352311,-0.017352311,-0.017352311
-0.050348271,-0.050348271,-0.050348271
-0.034839582,-0.034839582,-0.034839582
-0.010360342,-0.010360342,-0.010360342
-0.065018229,-0.065018229,-0.065018229
-0.077360243,-0.077360243,-0.077360243
-0.035840783,-0.035840783,-0.035840783
-0.045294989,-0.045294989,-0.045294989
-0.071286388,-0.071286388,-0.071286388
-0.040014174,-0.040014174,-0.040014174
-0.019503955,-0.019503955,-0.019503955
-0.024595838,-0.024595838,-0.024595838
-0.023966916,-0.023966916,-0.023966916
-0.027201340,-0.027201340,-0.027201340
-0.025901346,-0.025901346,-0.025901346
-0.020478094,-0.020478094,-0.020478094
-0.033598781,-0.033598781,-0.033598781
-0.020958913,-0.020958913,-0.020958913
-0.080889396,-0.080889396,-0.080889396
-0.033610117,-0.033610117,-0.033610117
-0.062183261,-0.062183261,-0.062183261
-0.0054221638,-0.0054221638,-0.0054221638
-0.016321627,-0.016321627,-0.016321627
-0.010879120,-0.010879120,-0.010879120
-0.013466342,-0.013466342,-0.013466342
-0.0045328066,-0.0045328066,-0.0045328066
-0.0066291192,-0.0066291192,-0.0066291192
0.0081130145,0.0081130145,0.0081130145
0.0057184924,0.0057184924,0.0057184924
0.0026430779,0.0026430779,0.0026430779
-0.0075385850,-0.0075385850,-0.0075385850
0.0078224484,0.0078224484,0.0078224484
-0.059220113,-0.059220113,-0.059220113
-0.028408121,-0.028408121,-0.028408121
-0.0087440526,-0.0087440526,-0.0087440526
0.021838889,0.021838889,0.021838889
0.017528927,0.017528927,0.017528927
0.024383565,0.024383565,0.024383565
0.028578244,0.028578244,0.028578244
0.015600963,0.015600963,0.015600963
0.0050468356,0.0050468356,0.0050468356
0.011645303,0.011645303,0.011645303
0.012638926,0.012638926,0.012638926
0.019613307,0.019613307,0.019613307
